,index,Count,STE,additive,combined_effect,focal,good_to_use,i1_f_abxr_distance,i1_f_mtb_distance,i1_f_phg_distance,i1_max_od,i1_time_to_thresh,i2_f_abxr_distance,i2_f_mtb_distance,i2_f_phg_distance,i2_max_od,i2_time_to_thresh,iso1t_abxr_distance,iso1t_mtb_distance,iso1t_phg_distance,iso2t_abxr_distance,iso2t_mtb_distance,iso2t_phg_distance,isos_abxr_distance,isos_mtb_distance,isos_phg_distance,mean,mono_s1_effect,mono_s1_qual_e,mono_s2_effect,mono_s2_qual_e,sample1,sample2,strongest,comm_size,qual_monos,qual_effect,modified_strongest
120,3754,85,0.0164093269937824,0.1249999313041607,0.0624999656520803,RP,y,1.65300742864137,0.9250684195427472,0.265,1.3035,0.08163265306122448,1.65300742864137,0.9250684195427472,0.265,1.3035,0.08163265306122448,,,,,,,0.0,0.0,0.0,0.0624999656520803,0.0624999656520803,+,0.0624999656520803,+,F_banpakuense2,F_banpakuense2,0.0624999656520803,single,"+,+",Positive,0.0624999656520803
121,3779,150,0.019331712042526,-4.700274963273301,-2.3501374816366507,RP,y,1.404257844699362,1.7731447428447566,0.122,1.455,0.06896551724137931,1.404257844699362,1.7731447428447566,0.122,1.455,0.06896551724137931,,,,,,,0.0,0.0,0.0,-2.3501374816366507,-2.3501374816366507,-,-2.3501374816366507,-,P_monteilii2,P_monteilii2,-2.3501374816366507,single,"-,-",Negative,-2.3501374816366507
122,3805,58,0.0778177935149724,-5.261857016043067,-2.6309285080215337,RP,y,1.3673816949076465,1.8448519079142267,0.122,1.1575000000000002,0.05333333333333334,1.3673816949076465,1.8448519079142267,0.122,1.1575000000000002,0.05333333333333334,,,,,,,0.0,0.0,0.0,-2.6309285080215337,-2.6309285080215337,-,-2.6309285080215337,-,P_citronellolis,P_citronellolis,-2.6309285080215337,single,"-,-",Negative,-2.6309285080215337
123,3832,119,0.0194882812843908,0.2025128614244688,0.1012564307122344,RP,y,,2.8982055086894425,0.265,0.1045,0.021164021164021163,,2.8982055086894425,0.265,0.1045,0.021164021164021163,,,,,,,,0.0,0.0,0.1012564307122344,0.1012564307122344,+,0.1012564307122344,+,C_lactis4,C_lactis4,0.1012564307122344,single,"+,+",Positive,0.1012564307122344
124,3860,82,0.0206185763107417,0.3557983056546448,0.1778991528273224,RP,y,,2.918761685458589,0.265,0.5700000000000001,0.025974025974025976,,2.918761685458589,0.265,0.5700000000000001,0.025974025974025976,,,,,,,,0.0,0.0,0.1778991528273224,0.1778991528273224,+,0.1778991528273224,+,C_lactis5,C_lactis5,0.1778991528273224,single,"+,+",Positive,0.1778991528273224
125,3889,19,0.1623260819548462,-4.062054578627802,-2.031027289313901,RP,y,1.982361866539259,2.24632954834468,0.122,0.9444999999999999,0.028169014084507043,1.982361866539259,2.24632954834468,0.122,0.9444999999999999,0.028169014084507043,,,,,,,0.0,0.0,0.0,-2.031027289313901,-2.031027289313901,-,-2.031027289313901,-,P_viridiflava,P_viridiflava,-2.031027289313901,single,"-,-",Negative,-2.031027289313901
126,3950,62,0.1561485401278974,-3.056480249807588,-1.5282401249037938,RP,y,,2.764076325951597,0.17,0.0015,,,2.764076325951597,0.17,0.0015,,,,,,,,,0.0,0.0,-1.5282401249037938,-1.5282401249037938,-,-1.5282401249037938,-,V_guangxiensis,V_guangxiensis,-1.5282401249037938,single,"-,-",Negative,-1.5282401249037938
127,3982,75,0.0281844679573508,0.1990555160245568,0.0995277580122784,RP,y,1.740645269313698,2.095472985649063,0.265,0.362,0.028169014084507043,1.740645269313698,2.095472985649063,0.265,0.362,0.028169014084507043,,,,,,,0.0,0.0,0.0,0.0995277580122784,0.0995277580122784,+,0.0995277580122784,+,C_lactis6,C_lactis6,0.0995277580122784,single,"+,+",Positive,0.0995277580122784
128,4015,116,0.0302637574400255,0.0597387248331995,0.0298693624165997,RP,y,1.6314673974244258,1.87028707961389,0.265,0.132,0.027586206896551724,1.6314673974244258,1.87028707961389,0.265,0.132,0.027586206896551724,,,,,,,0.0,0.0,0.0,0.0298693624165997,0.0298693624165997,+,0.0298693624165997,+,F_ginsengiterrae,F_ginsengiterrae,0.0298693624165997,single,"+,+",Neutral,0.0298693624165997
129,4049,77,0.0519277519140402,0.8246369998452366,0.4123184999226183,RP,y,,2.828504268883841,0.265,0.092,,,2.828504268883841,0.265,0.092,,,,,,,,,0.0,0.0,0.4123184999226183,0.4123184999226183,+,0.4123184999226183,+,C_lactis7,C_lactis7,0.4123184999226183,single,"+,+",Positive,0.4123184999226183
130,4084,84,0.025860780133518,-4.779905728613205,-2.3899528643066024,RP,y,1.4194892786524211,2.3967020601345626,0.122,1.0910000000000002,0.056338028169014086,1.4194892786524211,2.3967020601345626,0.122,1.0910000000000002,0.056338028169014086,,,,,,,0.0,0.0,0.0,-2.3899528643066024,-2.3899528643066024,-,-2.3899528643066024,-,P_putida3,P_putida3,-2.3899528643066024,single,"-,-",Negative,-2.3899528643066024
131,4120,124,0.0717843705027674,-2.23273337885656,-1.11636668942828,RP,y,1.9625364364472544,1.5164546071797262,0.017,0.523,0.09302325581395349,1.9625364364472544,1.5164546071797262,0.017,0.523,0.09302325581395349,,,,,,,0.0,0.0,0.0,-1.11636668942828,-1.11636668942828,-,-1.11636668942828,-,E_aerogenes,E_aerogenes,-1.11636668942828,single,"-,-",Negative,-1.11636668942828
132,4157,202,0.029967132587844,-1.0421465253026472,-0.5210732626513236,RP,y,1.9810457921229383,1.2128791683746625,0.022,1.311,0.06896551724137931,1.9810457921229383,1.2128791683746625,0.022,1.311,0.06896551724137931,,,,,,,0.0,0.0,0.0,-0.5210732626513236,-0.5210732626513236,-,-0.5210732626513236,-,L_amnigena,L_amnigena,-0.5210732626513236,single,"-,-",Negative,-0.5210732626513236
133,4195,57,0.0221904638726879,0.221528591859314,0.110764295929657,RP,y,,1.725922863820562,0.204,0.39349999999999996,0.028169014084507043,,1.725922863820562,0.204,0.39349999999999996,0.028169014084507043,,,,,,,,0.0,0.0,0.110764295929657,0.110764295929657,+,0.110764295929657,+,M_kyungheense,M_kyungheense,0.110764295929657,single,"+,+",Positive,0.110764295929657
134,4234,183,0.0167382164454161,0.1854980246655702,0.0927490123327851,RP,y,,2.8218074820781784,0.265,0.22100000000000003,0.021164021164021163,,2.8218074820781784,0.265,0.22100000000000003,0.021164021164021163,,,,,,,,0.0,0.0,0.0927490123327851,0.0927490123327851,+,0.0927490123327851,+,C_lactis8,C_lactis8,0.0927490123327851,single,"+,+",Positive,0.0927490123327851
135,4274,75,0.0515209413126027,-3.3900221602867355,-1.6950110801433678,RP,y,1.7794347745188963,1.456820943106144,0.204,0.868,0.030303030303030304,1.7794347745188963,1.456820943106144,0.204,0.868,0.030303030303030304,,,,,,,0.0,0.0,0.0,-1.6950110801433678,-1.6950110801433678,-,-1.6950110801433678,-,B_safensis1,B_safensis1,-1.6950110801433678,single,"-,-",Negative,-1.6950110801433678
136,4315,132,0.0214033751119417,-5.0281331330946175,-2.5140665665473088,RP,y,1.5575563798061196,2.450474182562359,0.122,0.9584999999999999,0.06060606060606061,1.5575563798061196,2.450474182562359,0.122,0.9584999999999999,0.06060606060606061,,,,,,,0.0,0.0,0.0,-2.5140665665473088,-2.5140665665473088,-,-2.5140665665473088,-,P_koreensis2,P_koreensis2,-2.5140665665473088,single,"-,-",Negative,-2.5140665665473088
137,4400,91,0.0251222983470562,0.2403466986376437,0.1201733493188218,RP,y,,2.723046418544353,0.17,0.072,,,2.723046418544353,0.17,0.072,,,,,,,,,0.0,0.0,0.1201733493188218,0.1201733493188218,+,0.1201733493188218,+,C_odontotermitis,C_odontotermitis,0.1201733493188218,single,"+,+",Positive,0.1201733493188218
138,4444,90,0.0233215336149354,-4.069412977877108,-2.034706488938554,RP,y,,,,1.5455,0.0449438202247191,,,,1.5455,0.0449438202247191,,,,,,,,,,-2.034706488938554,-2.034706488938554,-,-2.034706488938554,-,P_brassicacearum,P_brassicacearum,-2.034706488938554,single,"-,-",Negative,-2.034706488938554
139,4489,69,0.0422673748937674,-4.904456011569035,-2.4522280057845176,RP,y,2.1016407260535583,1.2650297949716216,0.122,0.9415,0.03361344537815126,2.1016407260535583,1.2650297949716216,0.122,0.9415,0.03361344537815126,,,,,,,0.0,0.0,0.0,-2.4522280057845176,-2.4522280057845176,-,-2.4522280057845176,-,P_simiae,P_simiae,-2.4522280057845176,single,"-,-",Negative,-2.4522280057845176
140,4535,105,0.0473397384374032,-4.565415631835828,-2.282707815917914,RP,y,1.916520981857408,1.626695401263063,0.029,0.583,0.027586206896551724,1.916520981857408,1.626695401263063,0.029,0.583,0.027586206896551724,,,,,,,0.0,0.0,0.0,-2.282707815917914,-2.282707815917914,-,-2.282707815917914,-,P_agglomerans1,P_agglomerans1,-2.282707815917914,single,"-,-",Negative,-2.282707815917914
141,4582,117,0.036298089218941,-4.369124235345708,-2.184562117672854,RP,y,2.183174928479076,1.7218959995094774,0.029,0.43000000000000005,0.038461538461538464,2.183174928479076,1.7218959995094774,0.029,0.43000000000000005,0.038461538461538464,,,,,,,0.0,0.0,0.0,-2.184562117672854,-2.184562117672854,-,-2.184562117672854,-,P_agglomerans3,P_agglomerans3,-2.184562117672854,single,"-,-",Negative,-2.184562117672854
142,4630,165,0.0238433900162999,-4.294255871773825,-2.1471279358869126,RP,y,2.20516022977324,1.2651651744800891,0.029,0.586,0.05405405405405406,2.20516022977324,1.2651651744800891,0.029,0.586,0.05405405405405406,,,,,,,0.0,0.0,0.0,-2.1471279358869126,-2.1471279358869126,-,-2.1471279358869126,-,P_allii,P_allii,-2.1471279358869126,single,"-,-",Negative,-2.1471279358869126
143,4679,97,0.0203051278352699,-3.8447359684129063,-1.9223679842064532,RP,y,1.7780623041292145,2.3026337661918155,0.122,1.161,0.05970149253731343,1.7780623041292145,2.3026337661918155,0.122,1.161,0.05970149253731343,,,,,,,0.0,0.0,0.0,-1.9223679842064532,-1.9223679842064532,-,-1.9223679842064532,-,P_helmanticensis,P_helmanticensis,-1.9223679842064532,single,"-,-",Negative,-1.9223679842064532
144,4729,119,0.0278414207057182,-4.835636236249813,-2.4178181181249063,RP,y,1.6478994091922703,2.2902570193591463,0.122,0.8400000000000001,0.02702702702702703,1.6478994091922703,2.2902570193591463,0.122,0.8400000000000001,0.02702702702702703,,,,,,,0.0,0.0,0.0,-2.4178181181249063,-2.4178181181249063,-,-2.4178181181249063,-,P_koreensis1,P_koreensis1,-2.4178181181249063,single,"-,-",Negative,-2.4178181181249063
145,4780,145,0.036650868649446,-4.72400826646265,-2.362004133231325,RP,y,1.4201101342019542,2.0193278869880777,0.122,1.4205,0.09090909090909091,1.4201101342019542,2.0193278869880777,0.122,1.4205,0.09090909090909091,,,,,,,0.0,0.0,0.0,-2.362004133231325,-2.362004133231325,-,-2.362004133231325,-,P_plecoglossicida1,P_plecoglossicida1,-2.362004133231325,single,"-,-",Negative,-2.362004133231325
146,4832,112,0.0319566100915476,-4.669104317838714,-2.334552158919357,RP,y,1.830285453390376,2.443553735687278,0.122,1.117,0.07272727272727272,1.830285453390376,2.443553735687278,0.122,1.117,0.07272727272727272,,,,,,,0.0,0.0,0.0,-2.334552158919357,-2.334552158919357,-,-2.334552158919357,-,P_rhodesiae2,P_rhodesiae2,-2.334552158919357,single,"-,-",Negative,-2.334552158919357
147,4994,146,0.0204115259732202,-0.3899002879717171,-0.1949501439858585,RP,y,1.7145887435520513,1.6642792247116969,0.037,0.5860000000000001,0.06779661016949153,1.7145887435520513,1.6642792247116969,0.037,0.5860000000000001,0.06779661016949153,,,,,,,0.0,0.0,0.0,-0.1949501439858585,-0.1949501439858585,-,-0.1949501439858585,-,S_fonticola1,S_fonticola1,-0.1949501439858585,single,"-,-",Negative,-0.1949501439858585
148,5050,117,0.0258707178432203,-0.506306734466153,-0.2531533672330765,RP,y,1.977649020874621,1.5747748200933154,0.037,0.651,0.06666666666666667,1.977649020874621,1.5747748200933154,0.037,0.651,0.06666666666666667,,,,,,,0.0,0.0,0.0,-0.2531533672330765,-0.2531533672330765,-,-0.2531533672330765,-,S_fonticola2,S_fonticola2,-0.2531533672330765,single,"-,-",Negative,-0.2531533672330765
149,5107,39,0.0291196531796101,0.8556197058025318,0.4278098529012659,RP,y,,2.6518088675221234,0.265,0.095,,,2.6518088675221234,0.265,0.095,,,,,,,,,0.0,0.0,0.4278098529012659,0.4278098529012659,+,0.4278098529012659,+,C_lathyri2,C_lathyri2,0.4278098529012659,single,"+,+",Positive,0.4278098529012659
150,5165,70,0.0388092450859174,-4.038764992160603,-2.019382496080301,RP,y,1.4761595311397468,2.637400864294204,0.122,1.452,0.04081632653061224,1.4761595311397468,2.637400864294204,0.122,1.452,0.04081632653061224,,,,,,,0.0,0.0,0.0,-2.019382496080301,-2.019382496080301,-,-2.019382496080301,-,P_mosselii,P_mosselii,-2.019382496080301,single,"-,-",Negative,-2.019382496080301
151,5224,51,0.0350769313238292,-4.328577665821328,-2.164288832910664,RP,y,1.629285651641704,2.3887234691983927,0.122,1.1360000000000001,0.04,1.629285651641704,2.3887234691983927,0.122,1.1360000000000001,0.04,,,,,,,0.0,0.0,0.0,-2.164288832910664,-2.164288832910664,-,-2.164288832910664,-,P_koreensis3,P_koreensis3,-2.164288832910664,single,"-,-",Negative,-2.164288832910664
152,5230,172,0.0618707015350907,-2.280170639494907,-1.1400853197474534,BI,y,2.4702494018709533,0.784920238815844,0.006,0.5225,0.08888888888888889,2.4702494018709533,0.784920238815844,0.006,0.5225,0.08888888888888889,,,,,,,0.0,0.0,0.0,-1.1400853197474534,-1.1400853197474534,-,-1.1400853197474534,-,C_freundii2,C_freundii2,-1.1400853197474534,single,"-,-",Negative,-1.1400853197474534
153,5239,198,0.0605934913508012,0.5232819108085311,0.2616409554042656,BI,y,2.7147002761223726,1.7548066209589768,0.204,0.794,0.02962962962962963,2.7147002761223726,1.7548066209589768,0.204,0.794,0.02962962962962963,,,,,,,0.0,0.0,0.0,0.2616409554042656,0.2616409554042656,+,0.2616409554042656,+,B_subtilis,B_subtilis,0.2616409554042656,single,"+,+",Positive,0.2616409554042656
154,5245,128,0.0521705145766247,0.3907594637678244,0.1953797318839122,BI,y,,2.59613247012216,0.204,0.5885,0.027210884353741496,,2.59613247012216,0.204,0.5885,0.027210884353741496,,,,,,,,0.0,0.0,0.1953797318839122,0.1953797318839122,+,0.1953797318839122,+,B_proteolyticus1,B_proteolyticus1,0.1953797318839122,single,"+,+",Positive,0.1953797318839122
155,5252,157,0.0425039836901498,0.3172093882253723,0.1586046941126861,BI,y,,2.395502846985172,0.204,0.311,0.02531645569620253,,2.395502846985172,0.204,0.311,0.02531645569620253,,,,,,,,0.0,0.0,0.1586046941126861,0.1586046941126861,+,0.1586046941126861,+,B_proteolyticus2,B_proteolyticus2,0.1586046941126861,single,"+,+",Positive,0.1586046941126861
156,5279,32,0.0684752294841469,1.1984416833194975,0.5992208416597488,BI,y,2.0774506468243343,1.3281424721774455,0.028,1.3085,0.09090909090909091,2.0774506468243343,1.3281424721774455,0.028,1.3085,0.09090909090909091,,,,,,,0.0,0.0,0.0,0.5992208416597488,0.5992208416597488,+,0.5992208416597488,+,E_cloacae,E_cloacae,0.5992208416597488,single,"+,+",Positive,0.5992208416597488
157,5315,218,0.0462218688412588,1.3375458736510837,0.6687729368255417,BI,y,2.26696937006275,1.1382219645715912,0.204,0.405,0.0273972602739726,2.26696937006275,1.1382219645715912,0.204,0.405,0.0273972602739726,,,,,,,0.0,0.0,0.0,0.6687729368255417,0.6687729368255417,+,0.6687729368255417,+,B_cereus2,B_cereus2,0.6687729368255417,single,"+,+",Positive,0.6687729368255417
158,5329,82,0.0580895152491852,1.0463445189838112,0.5231722594919056,BI,y,,,,0.627,,,,,0.627,,,,,,,,,,,0.5231722594919056,0.5231722594919056,+,0.5231722594919056,+,Ecoli,Ecoli,0.5231722594919056,single,"+,+",Positive,0.5231722594919056
159,5360,148,0.0600145944854663,0.9311462173512436,0.4655731086756217,BI,y,,2.527653238263984,0.265,0.26,0.021164021164021163,,2.527653238263984,0.265,0.26,0.021164021164021163,,,,,,,,0.0,0.0,0.4655731086756217,0.4655731086756217,+,0.4655731086756217,+,C_lactis1,C_lactis1,0.4655731086756217,single,"+,+",Positive,0.4655731086756217
160,5434,44,0.09258021619288,1.302329110545038,0.6511645552725189,BI,y,,2.4929168761842373,0.204,0.013000000000000001,,,2.4929168761842373,0.204,0.013000000000000001,,,,,,,,,0.0,0.0,0.6511645552725189,0.6511645552725189,+,0.6511645552725189,+,L_macroides,L_macroides,0.6511645552725189,single,"+,+",Positive,0.6511645552725189
161,5499,64,0.1692106493728145,1.0630309081774805,0.5315154540887402,BI,y,2.827338174329029,2.278982776598192,0.204,0.129,0.02702702702702703,2.827338174329029,2.278982776598192,0.204,0.129,0.02702702702702703,,,,,,,0.0,0.0,0.0,0.5315154540887402,0.5315154540887402,+,0.5315154540887402,+,B_cereus,B_cereus,0.5315154540887402,single,"+,+",Positive,0.5315154540887402
162,5601,168,0.0445464095171757,0.5669662718610846,0.2834831359305423,BI,y,,2.548251751757449,0.265,0.1045,0.021164021164021163,,2.548251751757449,0.265,0.1045,0.021164021164021163,,,,,,,,0.0,0.0,0.2834831359305423,0.2834831359305423,+,0.2834831359305423,+,C_lactis4,C_lactis4,0.2834831359305423,single,"+,+",Positive,0.2834831359305423
163,5629,99,0.0466170245922324,0.3997923817880114,0.1998961908940057,BI,y,,2.754367680288281,0.265,0.5700000000000001,0.025974025974025976,,2.754367680288281,0.265,0.5700000000000001,0.025974025974025976,,,,,,,,0.0,0.0,0.1998961908940057,0.1998961908940057,+,0.1998961908940057,+,C_lactis5,C_lactis5,0.1998961908940057,single,"+,+",Positive,0.1998961908940057
164,5689,57,0.0838735117055279,0.5006110126479619,0.2503055063239809,BI,y,,2.18576920761254,0.17,0.0015,,,2.18576920761254,0.17,0.0015,,,,,,,,,0.0,0.0,0.2503055063239809,0.2503055063239809,+,0.2503055063239809,+,V_guangxiensis,V_guangxiensis,0.2503055063239809,single,"+,+",Positive,0.2503055063239809
165,5721,115,0.0616824866472346,0.2391769304081868,0.1195884652040934,BI,y,2.525723085410908,2.0026235528141174,0.265,0.362,0.028169014084507043,2.525723085410908,2.0026235528141174,0.265,0.362,0.028169014084507043,,,,,,,0.0,0.0,0.0,0.1195884652040934,0.1195884652040934,+,0.1195884652040934,+,C_lactis6,C_lactis6,0.1195884652040934,single,"+,+",Positive,0.1195884652040934
166,5753,115,0.0522479224547636,0.4091445911853975,0.2045722955926987,BI,y,2.4085059914051827,1.7601710918910725,0.265,0.132,0.027586206896551724,2.4085059914051827,1.7601710918910725,0.265,0.132,0.027586206896551724,,,,,,,0.0,0.0,0.0,0.2045722955926987,0.2045722955926987,+,0.2045722955926987,+,F_ginsengiterrae,F_ginsengiterrae,0.2045722955926987,single,"+,+",Positive,0.2045722955926987
167,5787,205,0.0404275510552537,0.5255668518155796,0.2627834259077898,BI,y,,2.345628749288518,0.265,0.092,,,2.345628749288518,0.265,0.092,,,,,,,,,0.0,0.0,0.2627834259077898,0.2627834259077898,+,0.2627834259077898,+,C_lactis7,C_lactis7,0.2627834259077898,single,"+,+",Positive,0.2627834259077898
168,5971,285,0.046705563148988,0.4085994287199693,0.2042997143599846,BI,y,,2.247926793913892,0.265,0.22100000000000003,0.021164021164021163,,2.247926793913892,0.265,0.22100000000000003,0.021164021164021163,,,,,,,,0.0,0.0,0.2042997143599846,0.2042997143599846,+,0.2042997143599846,+,C_lactis8,C_lactis8,0.2042997143599846,single,"+,+",Positive,0.2042997143599846
169,6052,167,0.0796417099120787,-2.445258684863202,-1.222629342431601,BI,y,2.201559123146672,2.0258386286840597,0.122,0.9584999999999999,0.06060606060606061,2.201559123146672,2.0258386286840597,0.122,0.9584999999999999,0.06060606060606061,,,,,,,0.0,0.0,0.0,-1.222629342431601,-1.222629342431601,-,-1.222629342431601,-,P_koreensis2,P_koreensis2,-1.222629342431601,single,"-,-",Negative,-1.222629342431601
170,6135,182,0.0445878792571683,0.6013044209889279,0.3006522104944639,BI,y,,2.2442306565904766,0.17,0.072,,,2.2442306565904766,0.17,0.072,,,,,,,,,0.0,0.0,0.3006522104944639,0.3006522104944639,+,0.3006522104944639,+,C_odontotermitis,C_odontotermitis,0.3006522104944639,single,"+,+",Positive,0.3006522104944639
171,6223,59,0.1104096623281529,-2.2248013243832285,-1.1124006621916145,BI,y,2.6688840566159584,1.6123354652071642,0.122,0.9415,0.03361344537815126,2.6688840566159584,1.6123354652071642,0.122,0.9415,0.03361344537815126,,,,,,,0.0,0.0,0.0,-1.1124006621916145,-1.1124006621916145,-,-1.1124006621916145,-,P_simiae,P_simiae,-1.1124006621916145,single,"-,-",Negative,-1.1124006621916145
172,6783,140,0.0476868617591825,0.8568000856387027,0.4284000428193513,BI,y,2.527913281554638,1.1798553176681992,0.037,0.651,0.06666666666666667,2.527913281554638,1.1798553176681992,0.037,0.651,0.06666666666666667,,,,,,,0.0,0.0,0.0,0.4284000428193513,0.4284000428193513,+,0.4284000428193513,+,S_fonticola2,S_fonticola2,0.4284000428193513,single,"+,+",Positive,0.4284000428193513
173,6987,165,0.0232516363282621,-1.563689955997581,-0.7818449779987905,CF,y,2.6628718808087184,0.5435323609752641,0.0,0.5225,0.08888888888888889,2.6628718808087184,0.5435323609752641,0.0,0.5225,0.08888888888888889,,,,,,,0.0,0.0,0.0,-0.7818449779987905,-0.7818449779987905,-,-0.7818449779987905,-,C_freundii2,C_freundii2,-0.7818449779987905,single,"-,-",Negative,-0.7818449779987905
174,6996,149,0.1013562168063541,1.4430376868534398,0.7215188434267199,CF,y,2.92997485083826,1.7382862604616622,0.204,0.794,0.02962962962962963,2.92997485083826,1.7382862604616622,0.204,0.794,0.02962962962962963,,,,,,,0.0,0.0,0.0,0.7215188434267199,0.7215188434267199,+,0.7215188434267199,+,B_subtilis,B_subtilis,0.7215188434267199,single,"+,+",Positive,0.7215188434267199
175,7002,174,0.0377257944571873,0.1460614479402571,0.0730307239701285,CF,y,,2.413382886120388,0.204,0.5885,0.027210884353741496,,2.413382886120388,0.204,0.5885,0.027210884353741496,,,,,,,,0.0,0.0,0.0730307239701285,0.0730307239701285,+,0.0730307239701285,+,B_proteolyticus1,B_proteolyticus1,0.0730307239701285,single,"+,+",Positive,0.0730307239701285
176,7009,173,0.0366433867631459,0.440274854664857,0.2201374273324285,CF,y,,2.275780725651272,0.204,0.311,0.02531645569620253,,2.275780725651272,0.204,0.311,0.02531645569620253,,,,,,,,0.0,0.0,0.2201374273324285,0.2201374273324285,+,0.2201374273324285,+,B_proteolyticus2,B_proteolyticus2,0.2201374273324285,single,"+,+",Positive,0.2201374273324285
177,7026,171,0.0308100078398918,1.0395341284050663,0.5197670642025332,CF,y,2.350453665134136,1.425402470692835,0.028,1.3085,0.09090909090909091,2.350453665134136,1.425402470692835,0.028,1.3085,0.09090909090909091,,,,,,,0.0,0.0,0.0,0.5197670642025332,0.5197670642025332,+,0.5197670642025332,+,E_cloacae,E_cloacae,0.5197670642025332,single,"+,+",Positive,0.5197670642025332
178,7059,185,0.032940935122471,0.2323278487862922,0.1161639243931461,CF,y,2.477250326600095,1.1290199059834027,0.204,0.405,0.0273972602739726,2.477250326600095,1.1290199059834027,0.204,0.405,0.0273972602739726,,,,,,,0.0,0.0,0.0,0.1161639243931461,0.1161639243931461,+,0.1161639243931461,+,B_cereus2,B_cereus2,0.1161639243931461,single,"+,+",Positive,0.1161639243931461
179,7101,62,0.036944582555355,0.1023148171165663,0.0511574085582831,CF,y,,2.3912971887017003,0.265,0.26,0.021164021164021163,,2.3912971887017003,0.265,0.26,0.021164021164021163,,,,,,,,0.0,0.0,0.0511574085582831,0.0511574085582831,+,0.0511574085582831,+,C_lactis1,C_lactis1,0.0511574085582831,single,"+,+",Positive,0.0511574085582831
180,7191,70,0.0578367185646659,0.2925550789245122,0.1462775394622561,CF,y,,2.2888370162796305,0.204,0.013000000000000001,,,2.2888370162796305,0.204,0.013000000000000001,,,,,,,,,0.0,0.0,0.1462775394622561,0.1462775394622561,+,0.1462775394622561,+,L_macroides,L_macroides,0.1462775394622561,single,"+,+",Positive,0.1462775394622561
